ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
349,20101229,20110110,20110105,442,288,1,19,6,SO43661,11,1,4,"2,024,994","8,099,976",0,0,"18,980,944","75,923,776","8,099,976","6,479,981","2,024,994",4E0A-4F89-AE,PO18473189620,00:00.0,00:00.0,00:00.0
346,20101229,20110110,20110105,442,288,1,19,6,SO43661,12,1,2,"2,039,994","4,079,988",0,0,"19,121,544","38,243,088","4,079,988","326,399","1,019,997",4E0A-4F89-AE,PO18473189620,00:00.0,00:00.0,00:00.0
235,20101229,20110110,20110105,442,288,1,19,6,SO43661,13,1,2,"288,404","576,808",0,0,"317,244","634,488","576,808","46,145","1,442",4E0A-4F89-AE,PO18473189620,00:00.0,00:00.0,00:00.0
350,20101229,20110110,20110105,442,288,1,19,6,SO43661,14,1,2,"2,024,994","4,049,988",0,0,"18,980,944","37,961,888","4,049,988","323,999","1,012,497",4E0A-4F89-AE,PO18473189620,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,442,288,1,19,6,SO43661,15,1,5,"201,865","1,009,325",0,0,"120,278","60,139","1,009,325","80,746","25,233",4E0A-4F89-AE,PO18473189620,00:00.0,00:00.0,00:00.0
330,20101229,20110110,20110105,227,288,1,19,6,SO43662,1,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,227,288,1,19,6,SO43662,2,1,5,"4,194,589","20,972,945",0,0,"4,131,463","20,657,315","20,972,945","1,677,836","524,324",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
272,20101229,20110110,20110105,227,288,1,19,6,SO43662,3,1,2,"1,839,382","3,678,764",0,0,"1,814,857","3,629,714","3,678,764","294,301","91,969",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,227,288,1,19,6,SO43662,4,1,4,"874,794","3,499,176",0,0,"8,847,083","35,388,332","3,499,176","2,799,341","874,794",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
262,20101229,20110110,20110105,227,288,1,19,6,SO43662,5,1,3,"1,839,382","5,518,146",0,0,"1,814,857","5,444,571","5,518,146","441,452","137,954",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,227,288,1,19,6,SO43662,6,1,5,"4,194,589","20,972,945",0,0,"4,131,463","20,657,315","20,972,945","1,677,836","524,324",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
332,20101229,20110110,20110105,227,288,1,19,6,SO43662,7,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
338,20101229,20110110,20110105,227,288,1,19,6,SO43662,8,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,227,288,1,19,6,SO43662,9,1,1,"2,146,962","2,146,962",0,0,"21,712,942","21,712,942","2,146,962","171,757","536,741",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,227,288,1,19,6,SO43662,10,1,1,"874,794","874,794",0,0,"8,847,083","8,847,083","874,794","699,835","218,699",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
328,20101229,20110110,20110105,227,288,1,19,6,SO43662,11,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
275,20101229,20110110,20110105,227,288,1,19,6,SO43662,12,1,1,"356,898","356,898",0,0,"3,521,394","3,521,394","356,898","285,518","89,225",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,227,288,1,19,6,SO43662,13,1,6,"874,794","5,248,764",0,0,"8,847,083","53,082,498","5,248,764","4,199,011","1,312,191",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,227,288,1,19,6,SO43662,14,1,1,"1,839,382","1,839,382",0,0,"1,814,857","1,814,857","1,839,382","147,151","45,985",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
253,20101229,20110110,20110105,227,288,1,19,6,SO43662,15,1,3,"1,785,808","5,357,424",0,0,"1,761,997","5,285,991","5,357,424","428,594","133,936",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
310,20101229,20110110,20110105,227,288,1,19,6,SO43662,16,1,1,"2,146,962","2,146,962",0,0,"21,712,942","21,712,942","2,146,962","171,757","536,741",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,227,288,1,19,6,SO43662,17,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
264,20101229,20110110,20110105,227,288,1,19,6,SO43662,18,1,1,"1,839,382","1,839,382",0,0,"1,814,857","1,814,857","1,839,382","147,151","45,985",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
276,20101229,20110110,20110105,227,288,1,19,6,SO43662,19,1,1,"356,898","356,898",0,0,"3,521,394","3,521,394","356,898","285,518","89,225",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,227,288,1,19,6,SO43662,20,1,1,"1,785,808","1,785,808",0,0,"1,761,997","1,761,997","1,785,808","142,865","44,645",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
334,20101229,20110110,20110105,227,288,1,19,6,SO43662,21,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
316,20101229,20110110,20110105,227,288,1,19,6,SO43662,22,1,1,"874,794","874,794",0,0,"8,847,083","8,847,083","874,794","699,835","218,699",2E53-4802-85,PO18444174044,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,510,282,1,100,4,SO43663,1,1,1,"4,194,589","4,194,589",0,0,"4,131,463","4,131,463","4,194,589","335,567","104,865",1E90-4FBF-B6,PO18009186470,00:00.0,00:00.0,00:00.0
345,20101229,20110110,20110105,397,286,1,100,1,SO43664,1,1,1,"2,039,994","2,039,994",0,0,"19,121,544","19,121,544","2,039,994","1,631,995","509,999",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
348,20101229,20110110,20110105,397,286,1,100,1,SO43664,2,1,4,"2,024,994","8,099,976",0,0,"18,980,944","75,923,776","8,099,976","6,479,981","2,024,994",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
229,20101229,20110110,20110105,397,286,1,100,1,SO43664,3,1,1,"288,404","288,404",0,0,"317,244","317,244","288,404","23,072","0,721",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
235,20101229,20110110,20110105,397,286,1,100,1,SO43664,4,1,1,"288,404","288,404",0,0,"317,244","317,244","288,404","23,072","0,721",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
350,20101229,20110110,20110105,397,286,1,100,1,SO43664,5,1,2,"2,024,994","4,049,988",0,0,"18,980,944","37,961,888","4,049,988","323,999","1,012,497",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
344,20101229,20110110,20110105,397,286,1,100,1,SO43664,6,1,3,"2,039,994","6,119,982",0,0,"19,121,544","57,364,632","6,119,982","4,895,986","1,529,996",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
346,20101229,20110110,20110105,397,286,1,100,1,SO43664,7,1,1,"2,039,994","2,039,994",0,0,"19,121,544","19,121,544","2,039,994","1,631,995","509,999",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
351,20101229,20110110,20110105,397,286,1,100,1,SO43664,8,1,1,"2,024,994","2,024,994",0,0,"18,980,944","18,980,944","2,024,994","1,619,995","506,249",2F44-4BA1-BB,PO16617121983,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,146,289,1,100,1,SO43665,1,1,2,"201,865","40,373",0,0,"120,278","240,556","40,373","32,298","10,093",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
346,20101229,20110110,20110105,146,289,1,100,1,SO43665,2,1,1,"2,039,994","2,039,994",0,0,"19,121,544","19,121,544","2,039,994","1,631,995","509,999",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,146,289,1,100,1,SO43665,3,1,1,"201,865","201,865",0,0,"120,278","120,278","201,865","16,149","0,5047",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,146,289,1,100,1,SO43665,4,1,2,"288,404","576,808",0,0,"317,244","634,488","576,808","46,145","1,442",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
350,20101229,20110110,20110105,146,289,1,100,1,SO43665,5,1,2,"2,024,994","4,049,988",0,0,"18,980,944","37,961,888","4,049,988","323,999","1,012,497",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,146,289,1,100,1,SO43665,6,1,2,"51,865","10,373",0,0,"57,052","114,104","10,373","0,8298","0,2593",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
348,20101229,20110110,20110105,146,289,1,100,1,SO43665,7,1,2,"2,024,994","4,049,988",0,0,"18,980,944","37,961,888","4,049,988","323,999","1,012,497",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
351,20101229,20110110,20110105,146,289,1,100,1,SO43665,8,1,1,"2,024,994","2,024,994",0,0,"18,980,944","18,980,944","2,024,994","1,619,995","506,249",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
218,20101229,20110110,20110105,146,289,1,100,1,SO43665,9,1,6,"5,70","34,20",0,0,"33,963","203,778","34,20","2,736","0,855",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
349,20101229,20110110,20110105,146,289,1,100,1,SO43665,10,1,1,"2,024,994","2,024,994",0,0,"18,980,944","18,980,944","2,024,994","1,619,995","506,249",19F0-4638-8E,PO16588191572,00:00.0,00:00.0,00:00.0
330,20101229,20110110,20110105,511,282,1,100,4,SO43666,1,1,1,"4,194,589","4,194,589",0,0,"4,131,463","4,131,463","4,194,589","335,567","104,865",D46A-40CA-8D,PO16008173883,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,511,282,1,100,4,SO43666,2,1,1,"2,146,962","2,146,962",0,0,"21,712,942","21,712,942","2,146,962","171,757","536,741",D46A-40CA-8D,PO16008173883,00:00.0,00:00.0,00:00.0
275,20101229,20110110,20110105,511,282,1,100,4,SO43666,3,1,1,"356,898","356,898",0,0,"3,521,394","3,521,394","356,898","285,518","89,225",D46A-40CA-8D,PO16008173883,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,511,282,1,100,4,SO43666,4,1,1,"874,794","874,794",0,0,"8,847,083","8,847,083","874,794","699,835","218,699",D46A-40CA-8D,PO16008173883,00:00.0,00:00.0,00:00.0
338,20101229,20110110,20110105,511,282,1,100,4,SO43666,5,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",D46A-40CA-8D,PO16008173883,00:00.0,00:00.0,00:00.0
334,20101229,20110110,20110105,511,282,1,100,4,SO43666,6,1,1,"4,194,589","4,194,589",0,0,"4,131,463","4,131,463","4,194,589","335,567","104,865",D46A-40CA-8D,PO16008173883,00:00.0,00:00.0,00:00.0
219,20101229,20110110,20110105,646,283,1,100,3,SO43667,1,1,3,"5,70","17,10",0,0,"33,963","101,889","17,10","1,368","0,4275",4DFB-4B10-A6,PO15428132599,00:00.0,00:00.0,00:00.0
346,20101229,20110110,20110105,646,283,1,100,3,SO43667,2,1,1,"2,039,994","2,039,994",0,0,"19,121,544","19,121,544","2,039,994","1,631,995","509,999",4DFB-4B10-A6,PO15428132599,00:00.0,00:00.0,00:00.0
351,20101229,20110110,20110105,646,283,1,100,3,SO43667,3,1,1,"2,024,994","2,024,994",0,0,"18,980,944","18,980,944","2,024,994","1,619,995","506,249",4DFB-4B10-A6,PO15428132599,00:00.0,00:00.0,00:00.0
348,20101229,20110110,20110105,646,283,1,100,3,SO43667,4,1,1,"2,024,994","2,024,994",0,0,"18,980,944","18,980,944","2,024,994","1,619,995","506,249",4DFB-4B10-A6,PO15428132599,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,514,288,1,19,6,SO43668,1,1,3,"874,794","2,624,382",0,0,"8,847,083","26,541,249","2,624,382","2,099,506","656,096",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,514,288,1,19,6,SO43668,2,1,2,"2,146,962","4,293,924",0,0,"21,712,942","43,425,884","4,293,924","3,435,139","1,073,481",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,514,288,1,19,6,SO43668,3,1,7,"4,194,589","29,362,123",0,0,"4,131,463","28,920,241","29,362,123","234,897","734,053",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
332,20101229,20110110,20110105,514,288,1,19,6,SO43668,4,1,6,"4,194,589","25,167,534",0,0,"4,131,463","24,788,778","25,167,534","2,013,403","629,188",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,514,288,1,19,6,SO43668,5,1,6,"288,404","1,730,424",0,0,"317,244","1,903,464","1,730,424","138,434","43,261",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
272,20101229,20110110,20110105,514,288,1,19,6,SO43668,6,1,6,"1,839,382","11,036,292",0,0,"1,814,857","10,889,142","11,036,292","882,903","275,907",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,514,288,1,19,6,SO43668,7,1,2,"201,865","40,373",0,0,"120,278","240,556","40,373","32,298","10,093",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,514,288,1,19,6,SO43668,8,1,2,"201,865","40,373",0,0,"120,278","240,556","40,373","32,298","10,093",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,514,288,1,19,6,SO43668,9,1,2,"874,794","1,749,588",0,0,"8,847,083","17,694,166","1,749,588","139,967","437,397",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,514,288,1,19,6,SO43668,10,1,4,"51,865","20,746",0,0,"57,052","228,208","20,746","16,597","0,5187",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,514,288,1,19,6,SO43668,11,1,2,"1,839,382","3,678,764",0,0,"1,814,857","3,629,714","3,678,764","294,301","91,969",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
316,20101229,20110110,20110105,514,288,1,19,6,SO43668,12,1,3,"874,794","2,624,382",0,0,"8,847,083","26,541,249","2,624,382","2,099,506","656,096",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
324,20101229,20110110,20110105,514,288,1,19,6,SO43668,13,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,514,288,1,19,6,SO43668,14,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
264,20101229,20110110,20110105,514,288,1,19,6,SO43668,15,1,3,"1,839,382","5,518,146",0,0,"1,814,857","5,444,571","5,518,146","441,452","137,954",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
330,20101229,20110110,20110105,514,288,1,19,6,SO43668,16,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
334,20101229,20110110,20110105,514,288,1,19,6,SO43668,17,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
262,20101229,20110110,20110105,514,288,1,19,6,SO43668,18,1,2,"1,839,382","3,678,764",0,0,"1,814,857","3,629,714","3,678,764","294,301","91,969",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
235,20101229,20110110,20110105,514,288,1,19,6,SO43668,19,1,1,"288,404","288,404",0,0,"317,244","317,244","288,404","23,072","0,721",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
338,20101229,20110110,20110105,514,288,1,19,6,SO43668,20,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
275,20101229,20110110,20110105,514,288,1,19,6,SO43668,21,1,4,"356,898","1,427,592",0,0,"3,521,394","14,085,576","1,427,592","1,142,074","356,898",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,514,288,1,19,6,SO43668,22,1,6,"874,794","5,248,764",0,0,"8,847,083","53,082,498","5,248,764","4,199,011","1,312,191",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,514,288,1,19,6,SO43668,23,1,4,"4,194,589","16,778,356",0,0,"4,131,463","16,525,852","16,778,356","1,342,268","419,459",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,514,288,1,19,6,SO43668,24,1,3,"1,785,808","5,357,424",0,0,"1,761,997","5,285,991","5,357,424","428,594","133,936",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
229,20101229,20110110,20110105,514,288,1,19,6,SO43668,25,1,4,"288,404","1,153,616",0,0,"317,244","1,268,976","1,153,616","92,289","2,884",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
253,20101229,20110110,20110105,514,288,1,19,6,SO43668,26,1,3,"1,785,808","5,357,424",0,0,"1,761,997","5,285,991","5,357,424","428,594","133,936",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,514,288,1,19,6,SO43668,27,1,1,"201,865","201,865",0,0,"120,278","120,278","201,865","16,149","0,5047",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
276,20101229,20110110,20110105,514,288,1,19,6,SO43668,28,1,3,"356,898","1,070,694",0,0,"3,521,394","10,564,182","1,070,694","856,555","267,674",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
328,20101229,20110110,20110105,514,288,1,19,6,SO43668,29,1,3,"4,194,589","12,583,767",0,0,"4,131,463","12,394,389","12,583,767","1,006,701","314,594",365D-4C9A-BE,PO14732180295,00:00.0,00:00.0,00:00.0
304,20101229,20110110,20110105,578,289,1,100,1,SO43669,1,1,1,"7,147,043","7,147,043",0,0,"6,170,281","6,170,281","7,147,043","571,763","178,676",B65C-4867-86,PO14123169936,00:00.0,00:00.0,00:00.0
219,20101229,20110110,20110105,504,281,1,100,3,SO43670,1,1,1,"5,70","5,70",0,0,"33,963","33,963","5,70","0,456","0,1425",F101-4649-85,PO14384116310,00:00.0,00:00.0,00:00.0
218,20101229,20110110,20110105,504,281,1,100,3,SO43670,2,1,2,"5,70","11,40",0,0,"33,963","67,926","11,40","0,912","0,285",F101-4649-85,PO14384116310,00:00.0,00:00.0,00:00.0
346,20101229,20110110,20110105,504,281,1,100,3,SO43670,3,1,2,"2,039,994","4,079,988",0,0,"19,121,544","38,243,088","4,079,988","326,399","1,019,997",F101-4649-85,PO14384116310,00:00.0,00:00.0,00:00.0
349,20101229,20110110,20110105,504,281,1,100,3,SO43670,4,1,1,"2,024,994","2,024,994",0,0,"18,980,944","18,980,944","2,024,994","1,619,995","506,249",F101-4649-85,PO14384116310,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,200,289,1,100,1,SO43671,1,1,1,"2,146,962","2,146,962",0,0,"21,712,942","21,712,942","2,146,962","171,757","536,741",DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
229,20101229,20110110,20110105,200,289,1,100,1,SO43671,2,1,2,"288,404","576,808",0,0,"317,244","634,488","576,808","46,145","1,442",DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,200,289,1,100,1,SO43671,3,1,1,"874,794","874,794",0,0,"8,847,083","8,847,083","874,794","699,835","218,699",DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
338,20101229,20110110,20110105,200,289,1,100,1,SO43671,4,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
275,20101229,20110110,20110105,200,289,1,100,1,SO43671,5,1,2,"356,898","713,796",0,0,"3,521,394","7,042,788","713,796","571,037","178,449",DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
328,20101229,20110110,20110105,200,289,1,100,1,SO43671,6,1,2,"4,194,589","8,389,178",0,0,"4,131,463","8,262,926","8,389,178","671,134","209,729",DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
